../qchem_0210.out: Total energy in the final basis set =    -7008.9682162260
../qchem_0210.out: Total energy in the final basis set =    -7008.7765747598
../qchem_0211.out: Total energy in the final basis set =    -7008.9839656333
../qchem_0211.out: Total energy in the final basis set =    -7008.8177246652
../qchem_0212.out: Total energy in the final basis set =    -7008.9874531400
../qchem_0212.out: Total energy in the final basis set =    -7008.8484627384
../qchem_0213.out: Total energy in the final basis set =    -7008.9831486650
../qchem_0213.out: Total energy in the final basis set =    -7008.8711309067
../qchem_0214.out: Total energy in the final basis set =    -7008.9739707700
../qchem_0214.out: Total energy in the final basis set =    -7008.8876013686
../qchem_0215.out: Total energy in the final basis set =    -7008.9618021146
../qchem_0215.out: Total energy in the final basis set =    -7008.8993811367
../qchem_0216.out: Total energy in the final basis set =    -7008.9478752167
../qchem_0216.out: Total energy in the final basis set =    -7008.9076836827
../qchem_0217.out: Total energy in the final basis set =    -7008.9330292559
../qchem_0217.out: Total energy in the final basis set =    -7008.9134820134
../qchem_0218.out: Total energy in the final basis set =    -7008.9178587258
../qchem_0218.out: Total energy in the final basis set =    -7008.9175341739
../qchem_0219.out: Total energy in the final basis set =    -7008.9027916388
../qchem_0219.out: Total energy in the final basis set =    -7008.8717507487
../qchem_0220.out: Total energy in the final basis set =    -7008.8881321153
../qchem_0220.out: Total energy in the final basis set =    -7008.8670710790
../qchem_0221.out: Total energy in the final basis set =    -7008.8740874809
../qchem_0221.out: Total energy in the final basis set =    -7008.8615949665
../qchem_0222.out: Total energy in the final basis set =    -7008.8607881820
../qchem_0222.out: Total energy in the final basis set =    -7008.8992026359
../qchem_0223.out: Total energy in the final basis set =    -7008.8483068460
../qchem_0223.out: Total energy in the final basis set =    -7008.9003542652
../qchem_0224.out: Total energy in the final basis set =    -7008.8366726131
../qchem_0224.out: Total energy in the final basis set =    -7008.9011696961
../qchem_0225.out: Total energy in the final basis set =    -7008.8258836215
../qchem_0225.out: Total energy in the final basis set =    -7008.8877731020
../qchem_0226.out: Total energy in the final basis set =    -7008.8159179402
../qchem_0226.out: Total energy in the final basis set =    -7008.8869977760
../qchem_0227.out: Total energy in the final basis set =    -7008.8067390385
../qchem_0227.out: Total energy in the final basis set =    -7008.8864606721
../qchem_0228.out: Total energy in the final basis set =    -7008.7983031093
../qchem_0228.out: Total energy in the final basis set =    -7008.8860939013
../qchem_0229.out: Total energy in the final basis set =    -7008.7905625267
../qchem_0229.out: Total energy in the final basis set =    -7008.8858487761
../qchem_0230.out: Total energy in the final basis set =    -7008.7834673488
../qchem_0230.out: Total energy in the final basis set =    -7008.8856895208
../qchem_0231.out: Total energy in the final basis set =    -7008.7769692338
../qchem_0231.out: Total energy in the final basis set =    -7008.8855907964
../qchem_0232.out: Total energy in the final basis set =    -7008.7710209863
../qchem_0232.out: Total energy in the final basis set =    -7008.8855339091
../qchem_0233.out: Total energy in the final basis set =    -7008.7655776757
../qchem_0233.out: Total energy in the final basis set =    -7008.8855055324
../qchem_0234.out: Total energy in the final basis set =    -7008.7605973589
../qchem_0234.out: Total energy in the final basis set =    -7008.8854963398
../qchem_0235.out: Total energy in the final basis set =    -7008.7560401147
../qchem_0235.out: Total energy in the final basis set =    -7008.8854994107
../qchem_0236.out: Total energy in the final basis set =    -7008.7518697138
../qchem_0236.out: Total energy in the final basis set =    -7008.8855105497
../qchem_0237.out: Total energy in the final basis set =    -7008.7480520743
../qchem_0237.out: Total energy in the final basis set =    -7008.8855265677
../qchem_0238.out: Total energy in the final basis set =    -7008.7445557347
../qchem_0238.out: Total energy in the final basis set =    -7008.8855453954
../qchem_0239.out: Total energy in the final basis set =    -7008.7414347270
